X1,X2,Date,Class,NH4,HCO3,Alkalinity,pH,Ions,Hg,Cd,Co,Cr,Cu,Fe,Mn,Ni,Pb,Zn,SO4,Cl,NO3,NO2,PO4,Mineraliz,Ca,Mg,Na,K
55.576814,37.13032800000001,12/13/16,1,0.19,174,2.85,6.4,10.4,0.0,0.0,0.0,0.0,0.016630769,0.124271795,0.6990384620000001,0.092887179,0.0,0.364676923,150.9408,614.455,2.4272,0.0,0.0,1232,137.96954309999998,42.63451777,195.09,1.527918782
55.586358,37.152603000000006,12/13/16,1,0.06,227,3.72,7.3,2.6,0.0,0.0,0.0,0.0,0.00874359,0.129266667,0.006628205,0.0,0.0,0.84214359,74.7373,26.2232,93.3544,0.0,0.0,520,32.99492386,11.11675127,32.165,135.74365480000003
55.59494599999999,37.174504,12/13/16,1,0.03,275,4.5,7.8,6.1,0.0,0.0,0.0,0.0,0.006502564000000001,0.11174359,0.005335896999999999,0.004615385,0.0,0.012728205,48.57899999999999,59.8271,54.6938,0.0,0.1097,443,95.25380711,16.27918782,28.51,2.21319797
55.595491,37.207797,12/13/16,2,0.06,247,4.05,7.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.188164103,0.0,0.0,0.0,60.9623,74.3519,29.763,0.0,0.0,418,96.26903553,22.79187817,8.925,1.725888325
55.589538,37.22932700000001,12/13/16,1,0.0,142,2.32,6.6,3.0,0.0,0.0,0.0,0.003482051,0.0,0.0,0.002384615,0.002235897,0.0,0.047933333,51.1049,16.9162,5.915,0.0,0.0,216,46.37055838,7.95177665,16.96,0.0
55.394826,37.233979,12/13/16,1,0.05,236,3.87,7.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.036464103,0.0,0.0,0.063702564,20.1113,12.1931,13.3053,0.0,0.0,261,64.54314721,11.20304569,12.3775,9.474619289
55.53306,37.434674,12/13/16,1,0.08,464,7.6,7.1,7.0,0.0,0.0,0.0,0.0,0.0,0.262123077,0.007761538,0.00545641,0.0,0.010994872,0.7983,0.4635,0.5582,0.0,0.0,401,98.0,25.21827411,37.3,6.941624365
55.53694,37.455279,12/13/16,1,0.01,232,3.8,7.8,5.8,0.0,0.0,0.0,0.0,0.0,0.051866667000000005,0.002666667,0.0,0.0,1.643815385,42.6309,55.6643,37.0945,0.0,0.0,365,85.86294416,18.63451777,9.37,0.0
55.525722,37.475281,12/13/16,1,0.45,599,9.82,7.3,7.5,0.0,0.0,0.0,0.0,0.0,2.061123077,0.4180358970000001,0.004625641,0.0,0.198328205,60.5191,47.7968,0.0377,0.0,0.0,708,107.6649746,25.67005076,42.965,124.1142132
55.57819300000001,37.150674,12/14/16,1,0.1,460,7.54,7.4,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.005166667,0.0,0.0,0.122484615,50.9859,83.1053,7.0683,0.0,0.0,580,113.2994924,18.38071066,71.5,5.723350254
55.68280600000001,38.273713,12/14/16,1,0.08,102,1.68,6.4,2.2,0.0,0.0,0.0,0.0,0.0,0.387174359,0.016994872,0.004066667,0.0,0.0,22.2914,13.6676,9.516,0.0,0.0945,150,31.47208122,7.035532995,8.3575,6.916243655
55.345053,37.181889,12/14/16,2,0.02,308,5.05,7.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.064810256,0.0,0.0,0.0,34.5713,170.2984,18.0768,0.0,0.4554,573,108.1725888,22.99492386,61.71,3.4670050760000004
55.586237,37.200742,12/14/16,1,4.0,475,7.79,7.2,14.1,0.0,0.0,0.0,0.0,0.0,5.150597436,0.299158974,0.0,0.0,0.039787179,40.8328,479.896,0.0,0.0,0.299,1135,219.84771569999995,37.36548223,115.84,3.860406091
55.294152,37.124814,12/14/16,2,0.03,340,5.58,7.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.258,46.8768,11.2897,0.0,0.0581,374,89.01015228,21.1319797,17.6075,1.360406091
55.174849,37.047187,12/14/16,1,0.3,99,1.63,6.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.001984615,0.0,0.0,0.028794872000000006,45.8249,9.835,50.6475,0.0,0.0,224,42.10659898,6.573604061,18.375,1.101522843
55.394111,37.067661,12/14/16,1,0.0,57,0.94,6.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6026,6.6406,26.5204,0.0,2.0594,109,21.29441624,4.441624365,8.4525,1.015228426
55.56328900000001,37.184012,12/14/16,1,0.46,325,5.32,7.4,10.1,0.0,0.0,0.0,0.0,0.0,0.427753846,0.660871795,0.0,0.0,0.271117949,49.6275,242.64805,3.07615,0.07295,0.1914,731,162.2335025,23.63451777,80.82,6.454314721
55.338948,37.15637,12/14/16,2,0.0,182,2.98,6.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6817,75.5194,35.12065,0.0,0.2085,358,68.14720812,15.99492386,17.7825,2.687817259
55.20172,37.074736,12/14/16,1,0.08,339,5.56,7.2,6.4,0.0,0.0,0.0,0.0,0.0,0.341471795,0.123030769,0.0,0.0,0.140997436,111.1953,10.3244,0.2099,0.0,0.4117,428,104.822335,13.614213199999998,17.035,1.121827411
55.590696,37.433428,12/14/16,1,0.07,393,6.44,7.8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.109187179,0.0,0.0,1.134430769,120.1871,19.6342,5.4991,0.0,0.0,502,115.4314721,18.21827411,22.615,4.230964467
55.58355600000001,37.177066,12/14/16,1,0.06,242,3.97,7.3,7.6,0.0,0.0,0.0,0.0,0.0,0.14310256400000002,0.029876923,0.0,0.0,0.607630769,61.4734,157.5014,101.9005,0.0,0.0,643,110.0,25.11675127,61.84,3.66751269
55.167993,37.032519,12/14/16,1,0.02,37,0.61,6.1,2.2,0.0,0.0,0.0,0.0,0.0,0.07915897400000001,0.009128205,0.010164103,0.0,0.010297436,21.045,22.9721,67.206,0.0,0.0,182,29.69543147,8.61928934,9.785,4.177664975
55.316332,37.158292,12/14/16,1,0.1,160,2.63,7.1,4.0,0.0,0.0,0.0,0.0,0.010989744,0.118169231,0.002187179,0.005492308,0.0,0.078317949,61.2957,31.3045,33.469,0.0,1.682,306,56.92893401,14.38071066,22.585,6.134517766
55.55767,37.209187,12/14/16,1,0.04,323,5.3,7.7,6.5,0.0,0.0,0.0,0.0,0.0,0.112123077,0.009394872,0.0,0.0,0.560041026,30.6425,32.7546,38.8076,0.0,0.4645,394,91.59898477,23.56852792,13.615,1.487309645
55.29441600000001,37.188881,12/14/16,1,0.24,447,7.33,7.3,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.012220513,0.0,0.0,0.078917949,18.6708,415.942,0.8119,0.0,0.0748,1065,150.4568528,24.81218274,222.085,8.266497462
55.32822,37.07023,12/14/16,1,0.05,183,3.0,6.9,2.7,0.0,0.0,0.0,0.0,0.005476923000000001,0.055694872,0.00345641,0.0,0.0,0.057992308,34.986,10.9664,21.9232,0.0,0.4214,264,39.36548223,9.025380711,19.815,36.38324873
55.184488,36.996063,12/15/16,1,0.02,151,2.48,6.3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032595726,43.3635,23.2909,40.2135,0.0,0.17600000000000002,269,53.52791878,9.827411168,20.805,2.098984772
55.206208,37.039073,12/15/16,1,0.07,179,2.94,6.9,3.2,0.0,0.0,0.0,0.0,0.0,0.13050769199999998,0.008484615,0.0,0.0,0.070758974,24.0682,9.3933,17.8509,0.0,0.0554,218,49.49238579,8.911167512999999,12.43166667,6.015228426
55.19094000000001,37.056658,12/15/16,1,0.23,112,1.84,7.2,2.2,0.0,0.0,0.0,0.002348718,0.0,0.970592308,0.012112821,0.0,0.0,0.016774359,30.5466,7.7352,4.5853,0.0,0.0,153,34.84771574,4.954314721,12.15,1.918781726
55.212315,37.065161,12/15/16,1,0.02,180,2.95,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017982051000000002,0.0,0.0,0.035319658,45.6409,17.259,23.7629,0.0,0.4756,259,62.25888325,11.21319797,8.661666667,0.0
